time,altitude,speed,temperature,voltage
95.25,35709,-231,90.86,8.6
95.3,35681,-239,90.9,8.6
95.35,35627,-246,90.9,8.6
95.4,35677,-243,90.86,8.6
95.45,35672,-239,90.88,8.6
95.5,35613,-232,90.9,8.6
95.55,35544,-214,90.86,8.6
95.6,35623,-211,90.86,8.6
95.65,35555,-212,90.86,8.6
95.7,35428,-209,90.86,8.6
95.75,35582,-222,90.84,8.6
95.8,35534,-232,90.86,8.6
95.85,35392,-231,90.86,8.6
95.9,35587,-231,90.82,8.6
95.95,35533,-227,90.84,8.6
96,35384,-211,90.84,8.6
96.05,35577,-201,90.82,8.6
96.1,35518,-203,90.82,8.6
96.15,35371,-194,90.82,8.6
96.2,35537,-195,90.82,8.6
96.25,35437,-206,90.81,8.6
96.3,35356,-204,90.81,8.6
96.35,35502,-211,90.79,8.6
96.4,35423,-218,90.82,8.6
96.45,35328,-209,90.81,8.6
96.5,35457,-201,90.79,8.6
96.55,35399,-190,90.79,8.6
96.6,35312,-174,90.79,8.6
96.65,35469,-166,90.79,8.6
96.7,35363,-157,90.79,8.6
96.75,35279,-153,90.79,8.6
96.8,35438,-155,90.77,8.6
96.85,35318,-153,90.77,8.6
96.9,35218,-165,90.77,8.6
96.95,35374,-175,90.77,8.6
97,35302,-178,90.77,8.6
97.05,35193,-191,90.75,8.6
97.1,35353,-195,90.75,8.6
97.15,35290,-190,90.75,8.6
97.2,35156,-197,90.73,8.6
97.25,35351,-196,90.75,8.6
97.3,35288,-194,90.73,8.6
97.35,35125,-206,90.73,8.6
97.4,35257,-213,90.73,8.6
97.45,35246,-214,90.7,8.6
97.5,35156,-227,90.72,8.6
97.55,35298,-231,90.73,8.6
97.6,35241,-228,90.7,8.6
97.65,35143,-235,90.7,8.6
97.7,35265,-230,90.7,8.6
97.75,35222,-221,90.68,8.6
97.8,35199,-224,90.7,8.6
97.85,35206,-218,90.7,8.6
97.9,35131,-213,90.68,8.6
97.95,35169,-220,90.7,8.6
98,35117,-218,90.68,8.6
98.05,35083,-217,90.66,8.6
98.1,35099,-227,90.68,8.6
98.15,35083,-224,90.68,8.6
98.2,35035,-223,90.66,8.6
98.25,35107,-225,90.68,8.6
98.3,35029,-214,90.68,8.6
98.35,34935,-205,90.64,8.6
98.4,35039,-205,90.68,8.6
98.45,34966,-205,90.64,8.6
98.5,34872,-210,90.64,8.6
98.55,34972,-221,90.66,8.6
98.6,34931,-225,90.64,8.6
98.65,34891,-225,90.63,8.6
98.7,34941,-223,90.64,8.6
98.75,34925,-215,90.63,8.6
98.8,34902,-209,90.63,8.6
98.85,34874,-203,90.63,8.6
98.9,34859,-205,90.61,8.6
98.95,34915,-208,90.61,8.6
99,34851,-214,90.61,8.6
99.05,34757,-219,90.57,8.6
99.1,34913,-216,90.61,8.6
99.15,34820,-213,90.61,8.6
99.2,34764,-204,90.59,8.6
99.25,34834,-198,90.61,8.6
99.3,34859,-197,90.59,8.6
99.35,34850,-189,90.57,8.6
99.4,34808,-192,90.59,8.6
99.45,34794,-190,90.57,8.6
99.5,34850,-178,90.59,8.6
99.55,34779,-181,90.57,8.6
99.6,34687,-176,90.55,8.6
99.65,34819,-179,90.57,8.6
99.7,34826,-190,90.57,8.6
99.75,34769,-188,90.57,8.6
99.8,34827,-191,90.55,8.6
99.85,34756,-188,90.57,8.6
99.9,34789,-182,90.54,8.6
99.95,34704,-188,90.57,8.6
100,34556,-186,90.54,8.6
100.05,34725,-186,90.55,8.6
100.1,34655,-188,90.55,8.6
100.15,34670,-178,90.52,8.6
100.2,34673,-183,90.54,8.6
100.25,34634,-189,90.55,8.6
100.3,34681,-199,90.52,8.6
100.35,34620,-212,90.52,8.6
100.4,34471,-210,90.52,8.6
100.45,34655,-209,90.54,8.6
100.5,34552,-204,90.52,8.6
100.55,34642,-204,90.5,8.6
100.6,34606,-211,90.52,8.6
100.65,34463,-218,90.5,8.6
100.7,34584,-228,90.5,8.6
100.75,34497,-233,90.5,8.6
100.8,34535,-237,90.48,8.6
100.85,34556,-231,90.48,8.6
100.9,34457,-219,90.48,8.6
100.95,34540,-212,90.48,8.6
101,34459,-205,90.48,8.6
101.05,34391,-213,90.46,8.6
101.1,34530,-222,90.48,8.6
101.15,34459,-227,90.48,8.6
101.2,34526,-236,90.46,8.6
101.25,34466,-232,90.46,8.6
101.3,34280,-231,90.46,8.6
101.35,34464,-226,90.46,8.6
101.4,34377,-215,90.46,8.6
101.45,34477,-222,90.45,8.6
101.5,34411,-221,90.46,8.6
101.55,34263,-230,90.46,8.6
101.6,34402,-232,90.45,8.6
101.65,34342,-218,90.43,8.6
101.7,34365,-216,90.43,8.6
101.75,34347,-207,90.43,8.6
101.8,34216,-211,90.45,8.6
101.85,34365,-215,90.43,8.6
101.9,34298,-206,90.45,8.6
101.95,34316,-204,90.43,8.6
102,34269,-193,90.43,8.6
102.05,34126,-192,90.43,8.6
102.1,34257,-203,90.39,8.6
102.15,34218,-204,90.41,8.6
102.2,34229,-208,90.41,8.6
102.25,34165,-198,90.39,8.6
102.3,34062,-189,90.39,8.6
102.35,34240,-191,90.39,8.6
102.4,34180,-191,90.39,8.6
102.45,34203,-197,90.39,8.6
102.5,34104,-193,90.39,8.6
102.55,34033,-185,90.39,8.6
102.6,34153,-186,90.37,8.6
102.65,34129,-187,90.36,8.6
102.7,34185,-193,90.37,8.6
102.75,34102,-196,90.36,8.6
102.8,34047,-193,90.36,8.6
102.85,34121,-189,90.36,8.6
102.9,34057,-183,90.36,8.6
102.95,34134,-179,90.36,8.6
103,34097,-178,90.36,8.6
103.05,34123,-176,90.36,8.6
103.1,34077,-177,90.36,8.6
103.15,33966,-173,90.36,8.6
103.2,34048,-169,90.34,8.6
103.25,34089,-170,90.32,8.6
103.3,34104,-173,90.34,8.6
103.35,34010,-184,90.34,8.6
103.4,33926,-185,90.32,8.6
103.45,34053,-180,90.32,8.6
103.5,34036,-171,90.3,8.6
103.55,34013,-163,90.3,8.6
103.6,33963,-171,90.3,8.6
103.65,33980,-179,90.3,8.6
103.7,33957,-190,90.3,8.6
103.75,33823,-197,90.3,8.6
103.8,33992,-193,90.3,8.6
103.85,33967,-196,90.27,8.6
103.9,33966,-196,90.27,8.6
103.95,33898,-201,90.27,8.6
104,33829,-201,90.28,8.6
104.05,33909,-198,90.27,8.6
104.1,33818,-194,90.27,8.6
104.15,33903,-186,90.27,8.6
104.2,33861,-190,90.25,8.6
104.25,33854,-192,90.27,8.6
104.3,33789,-200,90.27,8.6
104.35,33739,-206,90.25,8.6
104.4,33829,-209,90.25,8.6
104.45,33798,-215,90.21,8.6
104.5,33841,-212,90.25,8.6
104.55,33780,-212,90.25,8.6
104.6,33798,-207,90.25,8.6
104.65,33770,-208,90.25,8.6
104.7,33648,-214,90.23,8.6
104.75,33759,-222,90.23,8.6
104.8,33710,-234,90.19,8.6
104.85,33706,-232,90.23,8.6
104.9,33714,-226,90.19,8.6
104.95,33715,-214,90.21,8.6
105,33712,-206,90.21,8.6
105.05,33610,-207,90.18,8.6
105.1,33755,-212,90.21,8.6
105.15,33669,-218,90.18,8.6
105.2,33711,-215,90.21,8.6
105.25,33633,-207,90.18,8.6
105.3,33652,-194,90.19,8.6
105.35,33608,-183,90.18,8.6
105.4,33517,-181,90.14,8.6
105.45,33629,-184,90.18,8.6
105.5,33595,-189,90.16,8.6
105.55,33612,-192,90.18,8.6
105.6,33555,-192,90.18,8.6
105.65,33540,-186,90.16,8.6
105.7,33487,-181,90.16,8.6
105.75,33433,-178,90.14,8.6
105.8,33490,-176,90.14,8.6
105.85,33472,-178,90.14,8.6
105.9,33533,-182,90.14,8.6
105.95,33486,-185,90.14,8.6
106,33507,-193,90.14,8.6
106.05,33417,-198,90.14,8.6
106.1,33410,-202,90.12,8.6
106.15,33462,-204,90.14,8.6
106.2,33377,-194,90.12,8.6
106.25,33454,-181,90.12,8.6
106.3,33419,-166,90.12,8.6
106.35,33501,-154,90.12,8.6
106.4,33437,-150,90.12,8.6
106.45,33474,-161,90.09,8.6
106.5,33382,-166,90.12,8.6
106.55,33370,-174,90.1,8.6
106.6,33450,-172,90.09,8.6
106.65,33309,-158,90.09,8.6
106.7,33412,-151,90.1,8.6
106.75,33339,-145,90.1,8.6
106.8,33420,-152,90.07,8.6
106.85,33323,-162,90.09,8.6
106.9,33381,-177,90.05,8.6
106.95,33302,-183,90.09,8.6
107,33273,-186,90.05,8.6
107.05,33349,-185,90.07,8.6
107.1,33173,-179,90.05,8.6
107.15,33386,-181,90.05,8.6
107.2,33246,-181,90.07,8.6
107.25,33329,-187,90.05,8.6
107.3,33310,-194,90.05,8.6
107.35,33355,-203,90.03,8.6
107.4,33256,-207,90.05,8.6
107.45,33287,-213,90.03,8.6
107.5,33241,-215,90.03,8.6
107.55,33104,-214,90.03,8.6
107.6,33335,-217,90.03,8.6
107.65,33141,-211,90.03,8.6
107.7,33267,-209,90.03,8.6
107.75,33151,-207,90.03,8.6
107.8,33219,-204,90.03,8.6
107.85,33089,-203,90.01,8.6
107.9,33156,-207,90,8.6
107.95,33137,-204,90.01,8.6
108,32992,-209,90,8.6
108.05,33165,-213,90.01,8.6
108.1,33029,-210,90,8.6
108.15,33107,-219,90,8.6
108.2,33045,-217,90,8.6
108.25,33086,-217,89.98,8.6
108.3,33053,-221,90,8.6
108.35,33055,-217,89.96,8.6
108.4,33048,-212,89.98,8.6
108.45,32932,-209,89.96,8.6
108.5,33028,-202,90,8.6
108.55,32904,-201,89.98,8.6
108.6,33000,-207,89.96,8.6
108.65,32939,-209,89.98,8.6
108.7,32989,-211,89.96,8.6
108.75,32970,-204,89.96,8.6
108.8,32994,-198,89.96,8.6
108.85,32913,-183,89.96,8.6
108.9,32955,-177,89.94,8.6
108.95,32877,-171,89.94,8.6
109,32834,-162,89.92,8.6
109.05,32930,-165,89.92,8.6
109.1,32798,-161,89.92,8.6
109.15,32907,-164,89.92,8.6
109.2,32884,-172,89.92,8.6
109.25,32895,-176,89.92,8.6
109.3,32884,-181,89.91,8.6
109.35,32880,-181,89.91,8.6
109.4,32833,-174,89.91,8.6
109.45,32857,-166,89.91,8.6
109.5,32820,-158,89.91,8.6
109.55,32822,-154,89.91,8.6
109.6,32828,-157,89.91,8.6
109.65,32725,-162,89.87,8.6
109.7,32838,-170,89.87,8.6
109.75,32706,-177,89.87,8.6
109.8,32872,-179,89.89,8.6
109.85,32771,-176,89.85,8.6
109.9,32774,-173,89.87,8.6
109.95,32745,-168,89.83,8.6
110,32766,-164,89.87,8.6
110.05,32785,-169,89.85,8.6
110.1,32793,-171,89.87,8.6
110.15,32697,-180,89.83,8.6
110.2,32734,-191,89.85,8.6
110.25,32726,-194,89.83,8.6
110.3,32615,-198,89.83,8.6
110.35,32732,-196,89.83,8.6
110.4,32610,-191,89.82,8.6
110.45,32751,-191,89.83,8.6
110.5,32600,-188,89.82,8.6
110.55,32711,-188,89.82,8.6
110.6,32638,-186,89.8,8.6
110.65,32662,-184,89.82,8.6
110.7,32572,-191,89.8,8.6
110.75,32658,-194,89.82,8.6
110.8,32559,-206,89.82,8.6
110.85,32602,-211,89.82,8.6
110.9,32562,-213,89.82,8.6
110.95,32573,-218,89.8,8.6
111,32533,-215,89.82,8.6
111.05,32501,-219,89.78,8.6
111.1,32611,-218,89.82,8.6
111.15,32436,-209,89.78,8.6
111.2,32550,-201,89.78,8.6
111.25,32428,-185,89.76,8.6
111.3,32527,-173,89.76,8.6
111.35,32470,-168,89.76,8.6
111.4,32513,-166,89.78,8.6
111.45,32412,-174,89.76,8.6
111.5,32475,-177,89.76,8.6
111.55,32417,-184,89.74,8.6
111.6,32465,-189,89.74,8.6
111.65,32393,-192,89.74,8.6
111.7,32428,-197,89.74,8.6
111.75,32393,-202,89.74,8.6
111.8,32336,-203,89.73,8.6
111.85,32393,-201,89.73,8.6
111.9,32288,-198,89.73,8.6
111.95,32411,-192,89.73,8.6
112,32297,-187,89.73,8.6
112.05,32361,-182,89.73,8.6
112.1,32290,-176,89.73,8.6
112.15,32326,-168,89.71,8.6
112.2,32325,-165,89.73,8.6
112.25,32380,-162,89.71,8.6
112.3,32346,-161,89.71,8.6
112.35,32404,-164,89.69,8.6
112.4,32280,-168,89.71,8.6
112.45,32367,-166,89.67,8.6
112.5,32276,-172,89.69,8.6
112.55,32290,-172,89.65,8.6
112.6,32288,-171,89.69,8.6
112.65,32215,-172,89.67,8.6
112.7,32224,-167,89.69,8.6
112.75,32148,-164,89.67,8.6
112.8,32248,-159,89.65,8.6
112.85,32105,-158,89.65,8.6
112.9,32257,-157,89.65,8.6
112.95,32151,-159,89.65,8.6
113,32172,-160,89.65,8.6
113.05,32185,-162,89.65,8.6
113.1,32198,-167,89.64,8.6
113.15,32173,-174,89.64,8.6
113.2,32177,-185,89.64,8.6
113.25,32178,-196,89.64,8.6
113.3,32183,-204,89.62,8.6
113.35,32106,-211,89.62,8.6
113.4,32194,-209,89.62,8.6
113.45,32075,-207,89.62,8.6
113.5,32063,-202,89.62,8.6
113.55,32198,-195,89.62,8.6
113.6,31973,-192,89.62,8.6
113.65,32175,-184,89.62,8.6
113.7,31982,-179,89.6,8.6
113.75,32138,-172,89.62,8.6
113.8,31986,-171,89.6,8.6
113.85,32096,-170,89.58,8.6
113.9,32005,-174,89.6,8.6
113.95,32038,-180,89.6,8.6
114,31999,-184,89.6,8.6
114.05,32053,-192,89.58,8.6
114.1,31929,-197,89.58,8.6
114.15,32006,-202,89.56,8.6
114.2,31958,-207,89.56,8.6
114.25,31994,-211,89.56,8.6
114.3,31916,-213,89.56,8.6
114.35,31886,-210,89.56,8.6
114.4,31967,-211,89.56,8.6
114.45,31859,-203,89.53,8.6
114.5,31979,-199,89.53,8.6
114.55,31815,-198,89.53,8.6
114.6,31944,-189,89.53,8.6
114.65,31776,-192,89.51,8.6
114.7,31917,-186,89.53,8.6
114.75,31842,-184,89.51,8.6
114.8,31878,-183,89.53,8.6
114.85,31831,-179,89.51,8.6
114.9,31835,-179,89.51,8.6
114.95,31816,-180,89.49,8.6
115,31829,-182,89.51,8.6
115.05,31772,-183,89.51,8.6
115.1,31803,-181,89.51,8.6
115.15,31763,-180,89.49,8.6
115.2,31778,-176,89.51,8.6
115.25,31739,-175,89.47,8.6
115.3,31701,-174,89.49,8.6
115.35,31758,-178,89.49,8.6
115.4,31685,-183,89.46,8.6
115.45,31753,-186,89.47,8.6
115.5,31665,-189,89.44,8.6
115.55,31766,-183,89.46,8.6
115.6,31662,-180,89.44,8.6
115.65,31732,-171,89.44,8.6
115.7,31704,-167,89.42,8.6
115.75,31671,-163,89.44,8.6
115.8,31696,-157,89.42,8.6
115.85,31730,-155,89.44,8.6
115.9,31659,-151,89.44,8.6
115.95,31673,-152,89.44,8.6
116,31606,-154,89.44,8.6
116.05,31654,-153,89.42,8.6
116.1,31623,-154,89.42,8.6
116.15,31634,-150,89.4,8.6
116.2,31623,-149,89.4,8.6
116.25,31593,-151,89.4,8.6
116.3,31602,-154,89.4,8.6
116.35,31529,-156,89.4,8.6
116.4,31584,-161,89.4,8.6
116.45,31462,-165,89.38,8.6
116.5,31578,-170,89.4,8.6
116.55,31461,-180,89.38,8.6
116.6,31605,-183,89.38,8.6
116.65,31473,-188,89.38,8.6
116.7,31591,-191,89.38,8.6
116.75,31511,-192,89.38,8.6
116.8,31595,-195,89.38,8.6
116.85,31495,-196,89.37,8.6
116.9,31591,-191,89.37,8.6
116.95,31456,-185,89.38,8.6
117,31538,-179,89.35,8.6
117.05,31405,-175,89.35,8.6
117.1,31533,-175,89.33,8.6
117.15,31504,-175,89.35,8.6
117.2,31451,-174,89.31,8.6
117.25,31374,-172,89.35,8.6
117.3,31456,-168,89.31,8.6
117.35,31405,-167,89.33,8.6
117.4,31372,-168,89.31,8.6
117.45,31446,-174,89.31,8.6
117.5,31296,-183,89.31,8.6
117.55,31391,-193,89.31,8.6
117.6,31273,-203,89.29,8.6
117.65,31397,-211,89.31,8.6
117.7,31251,-217,89.29,8.6
117.75,31403,-220,89.29,8.6
117.8,31221,-219,89.29,8.6
117.85,31347,-213,89.29,8.6
117.9,31260,-205,89.29,8.6
117.95,31325,-193,89.29,8.6
118,31292,-189,89.29,8.6
118.05,31304,-186,89.28,8.6
118.1,31255,-184,89.29,8.6
118.15,31304,-184,89.28,8.6
118.2,31235,-176,89.28,8.6
118.25,31292,-170,89.26,8.6
118.3,31215,-169,89.26,8.6
118.35,31246,-166,89.24,8.6
118.4,31182,-169,89.26,8.6
118.45,31167,-168,89.26,8.6
118.5,31148,-165,89.24,8.6
118.55,31115,-163,89.24,8.6
118.6,31156,-162,89.24,8.6
118.65,31068,-165,89.22,8.6
118.7,31169,-166,89.22,8.6
118.75,31054,-171,89.22,8.6
118.8,31165,-169,89.22,8.6
118.85,31083,-171,89.22,8.6
118.9,31177,-169,89.22,8.6
118.95,31123,-168,89.2,8.6
119,31133,-171,89.2,8.6
119.05,31127,-172,89.2,8.6
119.1,31090,-174,89.2,8.6
119.15,31103,-173,89.19,8.6
119.2,31123,-171,89.19,8.6
119.25,31091,-166,89.19,8.6
119.3,31109,-164,89.19,8.6
119.35,31030,-162,89.17,8.6
119.4,31063,-157,89.19,8.6
119.45,31036,-156,89.17,8.6
119.5,31022,-150,89.17,8.6
119.55,31056,-148,89.17,8.6
119.6,30949,-147,89.17,8.6
119.65,31073,-149,89.15,8.6
119.7,30916,-156,89.13,8.6
119.75,31033,-165,89.13,8.6
119.8,30865,-178,89.13,8.6
119.85,31049,-190,89.13,8.6
119.9,30944,-201,89.11,8.6
119.95,30999,-206,89.13,8.6
120,30922,-207,89.1,8.6
120.05,30973,-207,89.11,8.6
120.1,30888,-204,89.1,8.6
120.15,30928,-204,89.11,8.6
120.2,30979,-205,89.1,8.6
120.25,30921,-203,89.1,8.6
120.3,30867,-203,89.1,8.6
120.35,30935,-198,89.1,8.6
120.4,30811,-196,89.08,8.6
120.45,30891,-193,89.1,8.6
120.5,30820,-193,89.08,8.6
120.55,30875,-194,89.1,8.6
120.6,30811,-192,89.08,8.6
120.65,30832,-191,89.08,8.6
120.7,30787,-185,89.08,8.6
120.75,30794,-182,89.08,8.6
120.8,30745,-177,89.08,8.6
120.85,30696,-175,89.06,8.6
120.9,30776,-174,89.08,8.6
120.95,30678,-172,89.04,8.6
121,30755,-168,89.06,8.6
121.05,30660,-167,89.04,8.6
121.1,30775,-165,89.06,8.6
121.15,30652,-165,89.02,8.6
121.2,30749,-170,89.04,8.6
121.25,30630,-167,89.01,8.6
121.3,30723,-166,89.04,8.6
121.35,30635,-165,89.02,8.6
121.4,30706,-162,89.04,8.6
121.45,30611,-161,89.01,8.6
121.5,30683,-161,89.01,8.6
121.55,30608,-160,89.01,8.6
121.6,30641,-161,89.01,8.6
121.65,30574,-161,89.01,8.6
121.7,30651,-157,89.01,8.6
121.75,30596,-153,89.01,8.6
121.8,30665,-147,88.97,8.6
121.85,30608,-145,89.01,8.6
121.9,30637,-147,88.99,8.6
121.95,30634,-154,88.97,8.6
122,30614,-164,88.97,8.6
122.05,30589,-170,88.97,8.6
122.1,30649,-173,88.95,8.6
122.15,30569,-172,88.97,8.6
122.2,30626,-169,88.95,8.6
122.25,30549,-165,88.97,8.6
122.3,30601,-163,88.93,8.6
122.35,30493,-161,88.95,8.6
122.4,30598,-161,88.93,8.6
122.45,30489,-163,88.93,8.6
122.5,30575,-165,88.92,8.6
122.55,30488,-168,88.93,8.6
122.6,30528,-170,88.92,8.6
122.65,30465,-173,88.93,8.6
122.7,30471,-178,88.9,8.6
122.75,30465,-184,88.92,8.6
122.8,30459,-191,88.9,8.6
122.85,30493,-196,88.92,8.6
122.9,30411,-199,88.88,8.6
122.95,30379,-200,88.88,8.6
123,30352,-199,88.88,8.6
123.05,30390,-199,88.9,8.6
123.1,30337,-200,88.88,8.6
123.15,30400,-201,88.88,8.6
123.2,30349,-201,88.86,8.6
123.25,30375,-201,88.88,8.6
123.3,30327,-199,88.86,8.6
123.35,30401,-196,88.86,8.6
123.4,30304,-197,88.86,8.6
123.45,30366,-194,88.86,8.6
123.5,30260,-192,88.86,8.6
123.55,30304,-184,88.86,8.6
123.6,30257,-175,88.86,8.6
123.65,30310,-169,88.86,8.6
123.7,30250,-165,88.86,8.6
123.75,30268,-164,88.84,8.6
123.8,30235,-163,88.83,8.6
123.85,30222,-159,88.83,8.6
123.9,30252,-149,88.83,8.6
123.95,30225,-141,88.83,8.6
124,30228,-136,88.83,8.6
124.05,30215,-136,88.79,8.6
124.1,30229,-138,88.81,8.6
124.15,30183,-143,88.79,8.6
124.2,30192,-148,88.79,8.6
124.25,30155,-150,88.79,8.6
124.3,30198,-153,88.79,8.6
124.35,30133,-151,88.79,8.6
124.4,30189,-145,88.79,8.6
124.45,30116,-140,88.75,8.6
124.5,30160,-134,88.75,8.6
124.55,30152,-132,88.75,8.6
124.6,30182,-134,88.75,8.6
124.65,30163,-138,88.74,8.6
124.7,30164,-139,88.75,8.6
124.75,30101,-141,88.74,8.6
124.8,30137,-142,88.75,8.6
124.85,30143,-143,88.74,8.6
124.9,30139,-146,88.75,8.6
124.95,30098,-148,88.7,8.6
125,30113,-145,88.74,8.6
125.05,30084,-143,88.7,8.6
125.1,30125,-143,88.72,8.6
125.15,30046,-141,88.7,8.6
125.2,30087,-147,88.72,8.6
125.25,30021,-151,88.7,8.6
125.3,30085,-155,88.7,8.6
125.35,30024,-162,88.7,8.6
125.4,30080,-166,88.68,8.6
125.45,30031,-171,88.7,8.6
125.5,30056,-178,88.7,8.6
125.55,30009,-184,88.66,8.6
125.6,30019,-190,88.66,8.6
125.65,29981,-194,88.66,8.6
125.7,29980,-197,88.66,8.6
125.75,29954,-198,88.66,8.6
125.8,29991,-201,88.66,8.6
125.85,29947,-204,88.65,8.6
125.9,29903,-209,88.66,8.6
125.95,29927,-212,88.65,8.6
126,30001,-213,88.65,8.6
126.05,29878,-214,88.65,8.6
126.1,30019,-212,88.65,8.6
126.15,29819,-210,88.65,8.6
126.2,29904,-208,88.65,8.6
126.25,29867,-206,88.65,8.6
126.3,29872,-206,88.61,8.6
126.35,29783,-206,88.61,8.6
126.4,29870,-208,88.59,8.6
126.45,29734,-209,88.61,8.6
126.5,29888,-209,88.59,8.6
126.55,29715,-207,88.61,8.6
126.6,29846,-201,88.59,8.6
126.65,29693,-195,88.61,8.6
126.7,29814,-190,88.57,8.6
126.75,29684,-184,88.57,8.6
126.8,29805,-182,88.57,8.6
126.85,29654,-183,88.57,8.6
126.9,29750,-179,88.57,8.6
126.95,29642,-183,88.56,8.6
127,29710,-183,88.54,8.6
127.05,29648,-181,88.54,8.6
127.1,29707,-184,88.56,8.6
127.15,29621,-177,88.54,8.6
127.2,29676,-174,88.54,8.6
127.25,29638,-171,88.54,8.6
127.3,29674,-162,88.54,8.6
127.35,29639,-160,88.52,8.6
127.4,29640,-156,88.52,8.6
127.45,29623,-154,88.52,8.6
127.5,29617,-158,88.52,8.6
127.55,29604,-158,88.52,8.6
127.6,29615,-158,88.52,8.6
127.65,29600,-158,88.5,8.6
127.7,29634,-156,88.5,8.6
127.75,29617,-156,88.48,8.6
127.8,29572,-157,88.48,8.6
127.85,29590,-155,88.48,8.6
127.9,29570,-155,88.48,8.6
127.95,29601,-154,88.48,8.6
128,29599,-152,88.48,8.6
128.05,29551,-153,88.45,8.6
128.1,29551,-153,88.47,8.6
128.15,29542,-153,88.45,8.6
128.2,29519,-155,88.43,8.6
128.25,29551,-155,88.43,8.6
128.3,29496,-158,88.45,8.6
128.35,29542,-160,88.45,8.6
128.4,29518,-162,88.43,8.6
128.45,29486,-164,88.43,8.6
128.5,29470,-165,88.43,8.6
128.55,29476,-168,88.43,8.6
128.6,29439,-171,88.43,8.6
128.65,29460,-174,88.43,8.6
128.7,29447,-176,88.39,8.6
128.75,29429,-176,88.41,8.6
128.8,29416,-175,88.39,8.6
128.85,29381,-176,88.39,8.6
128.9,29385,-177,88.38,8.6
128.95,29397,-178,88.38,8.6
129,29392,-178,88.39,8.6
129.05,29355,-176,88.36,8.6
129.1,29361,-174,88.38,8.6
129.15,29335,-171,88.36,8.6
129.2,29400,-168,88.36,8.6
129.25,29318,-168,88.36,8.6
129.3,29341,-168,88.36,8.6
129.35,29317,-171,88.36,8.6
129.4,29310,-172,88.36,8.6
129.45,29302,-171,88.34,8.6
129.5,29267,-169,88.34,8.6
129.55,29290,-164,88.32,8.6
129.6,29260,-159,88.34,8.6
129.65,29283,-157,88.32,8.6
129.7,29244,-153,88.32,8.6
129.75,29275,-151,88.32,8.6
129.8,29230,-149,88.3,8.6
129.85,29244,-147,88.3,8.6
129.9,29217,-148,88.3,8.6
129.95,29267,-149,88.29,8.6
130,29205,-148,88.3,8.6
130.05,29218,-148,88.27,8.6
130.1,29176,-147,88.27,8.6
130.15,29236,-146,88.27,8.6
130.2,29195,-148,88.27,8.6
130.25,29224,-148,88.27,8.6
130.3,29156,-148,88.27,8.6
130.35,29209,-147,88.23,8.6
130.4,29117,-146,88.25,8.6
130.45,29168,-145,88.23,8.6
130.5,29105,-143,88.25,8.6
130.55,29202,-145,88.21,8.6
130.6,29097,-147,88.23,8.6
130.65,29209,-149,88.21,8.6
130.7,29070,-152,88.21,8.6
130.75,29167,-152,88.21,8.6
130.8,29081,-152,88.23,8.6
130.85,29148,-155,88.21,8.6
130.9,29032,-157,88.21,8.6
130.95,29142,-159,88.18,8.6
131,29041,-163,88.2,8.6
131.05,29100,-165,88.18,8.6
131.1,29048,-167,88.2,8.6
131.15,29112,-170,88.16,8.6
131.2,29005,-173,88.18,8.6
131.25,29087,-174,88.16,8.6
131.3,28997,-174,88.18,8.6
131.35,29046,-171,88.16,8.6
131.4,28978,-168,88.16,8.6
131.45,29062,-168,88.14,8.6
131.5,28955,-170,88.14,8.6
131.55,29016,-174,88.14,8.6
131.6,28957,-179,88.14,8.6
131.65,28969,-184,88.14,8.6
131.7,28933,-186,88.14,8.6
131.75,28992,-187,88.12,8.6
131.8,28909,-188,88.12,8.6
131.85,28942,-186,88.12,8.6
131.9,28919,-184,88.12,8.6
131.95,28918,-183,88.12,8.6
132,28856,-182,88.11,8.6
132.05,28912,-182,88.12,8.6
132.1,28853,-182,88.12,8.6
132.15,28891,-180,88.11,8.6
132.2,28837,-177,88.09,8.6
132.25,28862,-174,88.09,8.6
132.3,28813,-174,88.09,8.6
132.35,28844,-174,88.09,8.6
132.4,28815,-175,88.07,8.6
132.45,28831,-177,88.07,8.6
132.5,28808,-173,88.05,8.6
132.55,28798,-170,88.07,8.6
132.6,28773,-168,88.05,8.6
132.65,28782,-165,88.05,8.6
132.7,28746,-166,88.05,8.6
132.75,28746,-166,88.03,8.6
132.8,28728,-163,88.02,8.6
132.85,28751,-159,88.02,8.6
132.9,28720,-155,88.02,8.6
132.95,28736,-151,88.02,8.6
133,28713,-149,88.02,8.6
133.05,28735,-150,88.02,8.6
133.1,28689,-150,88,8.6
133.15,28715,-150,88,8.6
133.2,28704,-150,88,8.6
133.25,28716,-148,88,8.6
133.3,28668,-145,87.98,8.6
133.35,28696,-146,88.02,8.6
133.4,28618,-145,87.96,8.6
133.45,28684,-145,87.98,8.6
133.5,28646,-148,87.96,8.6
133.55,28660,-146,87.96,8.6
133.6,28633,-147,87.94,8.6
133.65,28655,-149,87.96,8.6
133.7,28596,-150,87.94,8.6
133.75,28628,-154,87.94,8.6
133.8,28601,-158,87.93,8.6
133.85,28660,-160,87.93,8.6
133.9,28572,-162,87.93,8.6
133.95,28643,-163,87.93,8.6
134,28554,-162,87.91,8.6
134.05,28610,-162,87.91,8.6
134.1,28551,-164,87.91,8.6
134.15,28595,-166,87.91,8.6
134.2,28495,-170,87.89,8.6
134.25,28610,-170,87.91,8.6
134.3,28504,-169,87.91,8.6
